title,number,duration,description,id,published
"פרק #654 - סיכום שנת 2022 בקולנוע - עם אהרון קשלס, יאיר רוה ותומר קמרלינג",659,02:04:51,"זו כבר מסורת שנתית בגיקונומי לסכם את השנה בקולנוע עם המבקרים האהובים עלינו. השנה הצטרף אלינו אהרון קשלס, ויחד עם תומר קמרלינג ויאיר רוה, ראם ודורון מסכמים את שנת 2022 בקולנוע ומדברים על הסרטים הטובים של השנה, והסרטים שאנחנו מחכים לראות בשנה הבאה.
 
על מה דיברנו:
 
אווטר 2, ג׳יימס קמרון, בוב אייגר, טום קרוז, אפקטים דיגיטליים, סרטים קטנים וגדולים, חברות סטרימינג, גיירמו דל טורו, צופים בקולנוע ובבית, ספילברג, אנדור, הנהגת של מר יוסוקה, הרוחות של אינישרין, קולין פארל, גלובוס הזהב ואיגוד העיתונאים הזרים בהוליווד, רשת סינוורלד ועוד המון דברים.
 
קישורים והמלצות:
 
יאיר רוה- בפייסבוק, בטוויטר, הבלוג ״סינמסקופ״תומר קמרלינג - בפייסבוק, באתר מאקואהרון קשלס - בפייסבוק, בטוויטר
 
הרשמה ב-iTunes הרשמו ל-RSS שלנו",geekonomy.podbean.com/37be23ea-b58d-383f-b138-136704fdae50,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=21, tm_hour=5, tm_min=36, tm_sec=15, tm_wday=2, tm_yday=355, tm_isdst=0)"
פרק #653 - העין השביעית על נוני מוזס,658,01:27:30,"שוקי טאוסיג ואיתמר ב״ז מהעין השביעית, עמותה שנועדה לפקח על ענף התקשורת והעיתונות, הגיעו לדבר על תחקיר העומק שהם עורכים בשנים האחרונות שמתרכז בנוני מוזס וקבוצת ידיעות אחרונות.

 

על מה דיברנו:
נוני מוזס, בנימין נתניהו, עמוס שוקן, יעקב שחר, רונאל פישר, דוד בן גוריון, אשכול לוי, קרליבך, אקסל שפרינגר, בנק לאומי, בנק הפועלים, חברות הביטוח, גיא רולניק, יד 2

 

נותני החסות שלנו – חברת Deel

 

לינקים מהפרק:
מיניסייט שיטת ""ידיעות אחרונות""
פודקאסט שיטת ""ידיעות אחרונות""
העין השביעית
קמפיין האיחוד העין השביעית-שקוף-המקום הכי חם בגיהנום",geekonomy.podbean.com/52e06e76-a081-34d4-8ccf-a127bc0f6c43,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=18, tm_hour=21, tm_min=1, tm_sec=3, tm_wday=6, tm_yday=352, tm_isdst=0)"
פרק #652 - אורי בן נר עוזר לחקלאים,657,01:11:28,"אורי בן נר הוא המנכ״ל של חברת סופלאנט, שמסייעת לחקלאים ברחבי העולם באמצעים סט חיישנים המנטרים את הצמח והקרקע ומעבירים את המידע באופן רציף למאגר המידע של החברה.

 

על מה דיברנו:
חקלאות, סופלאנט, ישראל, מרוקו, מקסיקו, איחוד האמירויות, חקלאים ישראליים, חיישנים, מים, דשנים, חדירה לשוק, אנשי מכירות, זרעים, אפריקה

 

נותני החסות שלנו לפרק:
הפרק בחסות חברת Cato Networks
הפרק של גור שץ בגיקונומי
הפודקאסט עם גור שץ",geekonomy.podbean.com/06d1396c-f898-34dd-97db-26bc8b8bb734,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=16, tm_hour=14, tm_min=3, tm_sec=46, tm_wday=4, tm_yday=350, tm_isdst=0)"
פרק #651 - רן לוי עושה היסטוריה,656,01:34:57,"רן לוי הוא היוצר של הפודקאסט הישראלי הראשון שהגיע לגודל משמעותי, ״עושים היסטוריה״. בשנים האחרונות הוא מנהל לצד דני טימור את רשת הפודקאסטים בעלת אותו השם שהיא הגדולה בישראל כיום. רן התארח בגיקונומי בפעם שעברה בינואר 2016.

 

על מה דיברנו:
פודקאסטים, סיגריות, אלכוהול, אונליפאנס, חסויות, טוויץ׳, יוטיוב, טיקטוק, עושים פוליטיקה, יונית לוי, עושים היסטוריה, כשבגרוש היה חור, פשע אמיתי, מדע בדיוני, בעיית שלושת הגופים, ממדים, דן קרלין, ג׳ו רוגן, ספרים, אודיבל

 

נותני החסות שלנו:
חפשו משכנתא גיקונומי בגוגל או כנסו ללינק ליעוץ משכנתא
פלטפורמת לימוד האנגלית Cambly",geekonomy.podbean.com/1674a014-a80a-3b4f-819d-5d71810baefd,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=14, tm_hour=17, tm_min=10, tm_sec=36, tm_wday=2, tm_yday=348, tm_isdst=0)"
פרק #650 - דוב מורל עזב את הגבעות,655,02:00:28,"דוב מורל גדל וחונך בהתנחלות, כשבגר, הצטרף לנוער הגבעות ולמד בישיבת יצהר. דוב אף היה אחד המשתתפים ב״חתונת השינאה״ והורשע לאחר מכן בהסתה. האירוע ההוא גרם לו לבחון מחדש את עמדותיו, והוא בחר להצטרף ל״ליברלים במרץ״ ולשבור חזק לתוך השמאל הישראלי. כיום דוב לומד לתואר שני במשפטים וחי בחיפה עם אשתו ושני ילדיו.
 
על מה דיברנו:
 
ההתנתקות/גירוש מגוש קטיף, אריאל שרון, יהדות אמריקה, צפי סער, הדת היהודית, ערבים פלסטינאים, הר הבית, בנצי גופשטיין, סיפורי לילה טוב, כיפות ותפילין ועוד המון דברים.
 
הישארו אחרי אות הסיום לחפירה השבועית שלי.
 
קישורים והמלצות:

דוב מורל - בפייסבוק, בטוויטר
 
הרשמה ב-iTunes הרשמו ל-RSS שלנו",geekonomy.podbean.com/091a6928-47cf-3411-8943-8ff50b2eeb25,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=13, tm_hour=5, tm_min=35, tm_sec=51, tm_wday=1, tm_yday=347, tm_isdst=0)"
פרק #649 - גדי אלכסנדרוביץ’ מלמד מתמטיקה,654,01:33:25,"גדי אלכסנדרוביץ’ סיים את התואר הראשון שלו במחלקה למתמטיקה ואת הדוקטורט במחלקה למדעי המחשב בטכניון. ב-15 השנים האחרונות הוא מתחזק בצורה קבועה את הבלוג המופלא ״לא מדויק״ בו מסביר סוגיות מתמטיות, מלמד בטכניון ועובד ב-IBM.

 

על מה דיברנו:
משחקים, מתמטיקה, סיימון סינג, הטכניון, אלדן רינג, סופר מאריו, הבלוג, הוראת מתמטיקה, פורטל, Half Life, הסגברה, תיכון, אוניברסיטה, ניוטון, לייבניץ, אינפי, פאול ארדוש, שהרון שלח, האונ׳ הפתוחה, תכנות, פייסבוק, למידת מכונה, גדל אשר ובאך 

 

פלטפורמת לימוד האנגלית Cambly
חברת 2sit שבה תקבלו 25% הנחה על הכסא הראשון שתקנו אם תגידו שהגעתם דרך גיקונומי
 
קישורים מהפרק:
הבלוג
הספר אלגרותמיקה
ההרצאות של דוד צילג",geekonomy.podbean.com/b0a475d1-194c-3c27-80f0-04ad0fe773c4,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=12, tm_hour=20, tm_min=30, tm_sec=25, tm_wday=0, tm_yday=346, tm_isdst=0)"
פרק #648 - סיביל ורן היילברון מול ההייטק,653,01:22:35,"פרופ׳ סיביל היילברון דיקנית הפקולטה למדעי החברה והרוח במכללת כנרת ובנה, רן, כתבו מאמר בכתב העת תלם בו פירטו את הבעיות והאתגרים שתעשיית ההייטק יוצרת לצד ההצלחות שלה, עליהן מדברים מספיק לדעתם. בכתבה נוספת שפורסמה בכלכליסט, פרופ׳ היילברון הדגישה את הפערים הגדולים בחברה הישראלית שתעשיית הטק מסייעת ליצור. בפרק הזה ניסינו לרדתם לעומקם של דברים ולהימנע מהרדידות שמאפיינת כתבות מהסוג הזה.

 

על מה דיברנו:
תעשיית ההייטק בישראל, קוריאה, טיוואן, קליפורניה, גרמניה, פוליטיקה, השמאל בארץ, הימין, ערבים, חרדים, פריפריה, אקזיטים, הון סיכון, השקעות, פערים חברתיים, תל-אביב, פריז, סיליקון וואלי, יאפים, מפלגת מרץ

 

נותני החסות שלנו לפרק:
פלטפורמת לימוד האנגלית Cambly
חברת 2sit שבה תקבלו 25% הנחה על הכסא הראשון שתקנו אם תגידו שהגעתם דרך גיקונומי

 

לינקים מהפרק:
The Political Education of Silicon Valley | WIRED
dעמק הבכא - תלם (berl.org.il)
המאמר של רן וסיביל בכתב העת תלם
הכתבה בכלכליסט
הספר עליו ראם המליץ",geekonomy.podbean.com/ba1d1e3b-3d73-3224-a9ed-4a3ad7cb065e,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=11, tm_hour=20, tm_min=57, tm_sec=9, tm_wday=6, tm_yday=345, tm_isdst=0)"
פרק #647 - תמר עילם גינדין ואירן,652,02:16:03,"ד""ר תמר עילם גינדין היא בלשנית המתמחה בשפה הפרסית ובאיראן הקדומה והמודרנית. כשהגיעה לצבא כבר ידעה צרפתית, ערבית, אנגלית ועברית ואף שיחקה עם סינית. בשירות גילתה את התרבות האירנית והתאהבה. את הדוקטורט עשתה באונ' העברית אצל שאול שקד. 

 

על מה דיברנו:
אירן, פרס, המונגולים, עירק, באקו, אפגניסטן, רוחאני, המוסד, סייבר, ארצות הברית, מצרים, ערב הסעודית, מכה, ירושלים, כרבלא, המחאה באירן, ההיסטוריה של אירן, השפה הפרסית, ערבית, טורקיה, פליטים באירופה, ספרים, שלום בוגוסלובסקי, ניל בר, ספרטה, פרס הקדומה

 

נותני החסות לפרק:
חברת Global Teams
פלטפורמת לימוד האנגלית Cambly

 

לינקים מהפרק:
שנורקינג - קורס מקוון למימון המונים
הרצאת מבוא למימון המונים. יום א' הקרוב בשעה 20:00 בזום. זה חינם אבל צריך להירשם
בית הספר המקוון לאיראן ולשפה הפרסית
הוצאת זרש ובפייסבוק
מאגיה - קסם אישי בהדפסה
הדו""ח על מאגר תמר
לא נאמר בשידור, אבל אפשר לצפות בהרצאה של תמר על האקרים במסגרת שבוע ההתנסות חינם של הרצאות מהכורסא
קבוצת הפייסבוק גלי גלי לי - כל התשובות לבישול טבעוני בריא
יער הקקאו כמובן
הספרים של עינת שמשוני
לא הספקנו לדבר על פונדקאות, אבל אתם מוזמנים לדבר איתנו במקום עלינו, ב""פונדקאות הקבוצה הפתוחה"" בפייסבוק 
הטיקטוק של תמר",geekonomy.podbean.com/1db81e72-0aa1-3485-80d3-8af01b14780f,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=7, tm_hour=22, tm_min=26, tm_sec=30, tm_wday=2, tm_yday=341, tm_isdst=0)"
פרק #646 - פרופ׳ עומר מואב לא מתייאש,651,02:34:43,"עומר מואב הוא פרופסור לכלכלה, אושיית רשת, בלוגר, יוצר ומגיש הפודקאסט ״עושים חשבון״ ויקיר הפודקאסט. זה הביקור הרביעי שלו בגיקונומי, ולא האחרון.
 
על מה דיברנו:
 
אנגליה, הבחירות בישראל, פופוליזם, התאגיד, מימון ממשלתי לתרבות ישראלית, גלי צה״ל, אגרות גודש גרועות וטובות, מערכת הבריאות, עושר, רווחה, שלי יחימוביץ׳, משה גפני, תיאוריה כלכלית, עליית הריבית, משבר עולמי ועוד המון דברים
 
הישארו אחרי אות הסיום לחפירה השבועית שלי.
 
קישורים והמלצות:

עומר מואב - בפייסבוק, בטוויטר, הבלוג של עומר מואבהפודקאסט ״עושים חשבון״האתר של פרופ מואב באוניברסיטת ווריקאתר ״הליגה נגד השמצה״מאגר דיווחים על תקריות אנטישמיותהסרט ״The Fablemans""
הרשמה ב-iTunes הרשמו ל-RSS שלנו",geekonomy.podbean.com/b2f66504-22b4-3d81-b3c6-011759552ad0,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=6, tm_hour=6, tm_min=26, tm_sec=15, tm_wday=1, tm_yday=340, tm_isdst=0)"
"פרק #645 - עידן לנדו, תחבירן ופולמוסן",650,01:42:27,"עידן לנדו הוא פרופסור לבלשנות תחבירית ובלוגר פוליטי שאני נהנה לקרוא כבר למעלה מעשור. בעשור האחרון הוא גם הפך לסרבן שירות בצה״ל ובמיוחד בשטחים, ולאחד המבקרים המחכימים של מדיניות ישראל בשטחים. הבלוג שלו ״לא למות טיפש״ מפרק בפוסטים ארוכים ובשפה ברורה את יחסי הכוחות בין ישראל, ארה״ב, הפלסטינים ושאר העולם, ומה המקום שלנו כאזרחים וכבני אדם במציאות הסבוכה שבה אנחנו חיים. עידן נמצא כרגע בשנת שבתון באוניברסיטת אוקספורד באנגליה ומשם הקלטנו את הפרק.
 
על מה דיברנו:
 
בלשנות גנרטיבית, פילוסופיה של הלשון, נועם חומסקי, סרבנות שירות בשטחים, תוצאות הבחירות, החיים בישראל, החיים באוקספורד, הבלוג של עידן ועוד המון דברים.
 
הישארו אחרי אות הסיום לחפירה השבועית שלי.
 
קישורים והמלצות:

עידן לנדו - Twitterהבלוג ״לא למות טיפש״נועם חומסקי - בלשנות תחביריתבלשנות תחבירית ללא-בלשנים (מתוך הבלוג של עידן)איזה מין יצורים אנחנו (בתרגום של עידן לנדו)מרטין לותר קינג ג׳וניור - I Have A Dream
הרשמה ב-iTunes הרשמו ל-RSS שלנו",geekonomy.podbean.com/843db5ec-bf9b-3f5d-b04d-2a7166a7b6e2,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=2, tm_hour=23, tm_min=12, tm_sec=40, tm_wday=4, tm_yday=336, tm_isdst=0)"
פרק #644 - איציק צלף מנהל אבטחה,649,01:04:43,"איציק צלף הוא מנהל האבטחה הלאומית בישראל מטעם מיקרוסופט. לאור ההתחזקות המהירה של מיקרוסופט בעולם אבטחת המידע היא החלה למנות עובדים כאחראים על מדינות ספציפיות ואיציק מכהן בתפקיד הנ״ל בשנה וחצי האחרונות.

 

על מה דיברנו:
מהות התפקיד, מיקרוסופט בעולם אבטחת המידע, אירן, אוקראינה, רוסיה, איומי אבטחה בין מדינות, איומים בין חברות פרטיות, ספורט ימי",geekonomy.podbean.com/012b58c5-cbf0-3aba-842d-65fea0af53fe,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=2, tm_hour=9, tm_min=50, tm_sec=21, tm_wday=4, tm_yday=336, tm_isdst=0)"
פרק #643 - נגה סלע-שלו ופודטק,648,01:13:42,"הגה סלע-שלו מובילה את החממה הטכנולוגית Fresh Start, שעובדת עם מיזמים בתחום המזון. בעברה היא שימשה במגוון תפקידי שיווק ועסקים בתעשיית המזון, ואף כיהנה כראש מטה קבוצת תנובה ומנהלת יחידת החדשנות הקונצרנית של החברה.

 

על מה דיברנו:
פודטק, תנובה, מזון, חלבונים, מזון מן החי, זיהום אוויר, צפון ישראל, השקעות, חממה טכנולוגית, seaspiracy, תחליפי מזון

 

נותני החסות שלנו:
חברת Global Teams",geekonomy.podbean.com/05b88220-37ce-3249-a931-21aec6888c48,"time.struct_time(tm_year=2022, tm_mon=11, tm_mday=30, tm_hour=19, tm_min=51, tm_sec=8, tm_wday=2, tm_yday=334, tm_isdst=0)"
פרק #642 - לירן אבישר ומשרד התקשורת,647,01:29:52,"לירן אבישר היא מנכ״לית משרד התקשורת. את התואר הראשון סיימה בהצטיינות במחלקה למשפטים של אונ׳ תל-אביב, כשאת התואר השני סיימה באונ׳ ניו-יורק. ב-15 השנים האחרונות מכהנת בשלל תפקידים ציבוריים.

 

על מה דיברנו:
משרד התקשורת, רגולציה, שטיסל, משפט ראש הממשלה, רופרט מרדוק, איטליה, הונגריה, אוסטרליה, פייסבוק, גוגל, פריסת סיבים, דואר ישראל, בנקאות, פריסה סלולרית, בזק, ערכים ליברלים, תאגיד השידור

 

נותני החסות שלנו:
R&D משכנתאות
חברת 2sit שבה תקבלו 25% הנחה על הכסא הראשון שתקנו אם תגידו שהגעתם דרך גיקונומי",geekonomy.podbean.com/5dc1bb88-dffb-3ed3-9861-269a62ac9934,"time.struct_time(tm_year=2022, tm_mon=11, tm_mday=28, tm_hour=15, tm_min=0, tm_sec=36, tm_wday=0, tm_yday=332, tm_isdst=0)"
פרק #641 - ד״ר אלונה וזאן ופלנטות רחוקות,646,01:15:28,"ד""ר אלונה וזאן היא אסטרופיזיקאית מהמחלקה למדעי הטבע והחיים באוניברסיטה הפתוחה. היא חוקרת כוכבי-לכת במערכת השמש וסביב אלפי כוכבים אחרים בגלקסיה. מחקריה מתמקדים באופן שבו כוכבי-לכת נוצרים, בהרכב שלהם, במבנה הפנימי שלהם, בגורמים שקובעים את סוג כוכב-הלכת ובתנאים שמאפשרים חיים על כוכבי-לכת. היא נעזרת במודלים חישוביים כדי לדמות ולבחון את היווצרות כוכבי-הלכת, את התפתחותם ואת המבנה הפנימי שלהם. מחקריה הובילו, בין היתר, למסקנות חדשות לגבי המבנה הפנימי של צדק ושבתאי. ד""ר וזאן לוקחת חלק בצוותים המדעיים של שתי משימות חלל של סוכנות החלל האירופית לחקר כוכבי-לכת שישוגרו לחלל בשנים הקרובות.

 

על מה דיברנו:
היקום, אנרגיה אפלה, כח הכבידה, סיבוכיות מתמטית, טלסקופים בחלל, טלסקופים בצ׳ילה, נאסא, אקדמיה, נשים באקדמיה, חיים מחוץ לכדור הארץ, השמש, אותות, מהירות האור, שאלות גדולות

 

נותני החסות לפרק:
ביטוח רכב הפניקס סמארט
Cambly שמציעה לכם הנחה של 60% על המנוי השנתי ללימוד ותרגול אנגלית עם קוד הקופון Geekonomy60",geekonomy.podbean.com/f6117c12-ec99-39c4-8b74-a5ad3e41e476,"time.struct_time(tm_year=2022, tm_mon=11, tm_mday=26, tm_hour=22, tm_min=1, tm_sec=41, tm_wday=5, tm_yday=330, tm_isdst=0)"
פרק #640 - נועם דוורמן והקומדי סלר,645,01:28:17,"נועם דוורמן הוא הבעלים של אחד ממוסדות הסטאנדאפ המפורסמים בעולם, הקומדי סלר בניו-יורק. מופיעים שם בצורה קבועה כמה מהשמות הגדולים בתעשיה.

 

על מה דיברנו:
דייב שאפל, לואי סי.קיי, הקורונה, מוחמד עמר, ריצ׳רד פרייר, ג׳ו רוגן, ארי שפיר, העיר ניו-יורק, ישראל, מכשירי מובייל בהופעות, הליכה לעומת נהיגה בניו-יורק, יהודים מצחיקים, תרבות הביטול, תרבות הפוליטיקלי קורקטנס, מיכה, אצילי, המודניאל בקטר, פיפא, שחיתות בעולם, הטרדות מיניות, אלימות בערים, תסומנת פוסט טראומה בישראל, אסון התאומים, הרכבת התחתית

 

נותני החסות של הפרק:
Cambly שמציעה לכם הנחה של 60% על המנוי השנתי ללימוד ותרגול אנגלית עם קוד הקופון Geekonomy60
ביטוח נסיעות לחו""ל הפניקס סמארט

 

קישורים מהפרק:
קרנבל של בשר בארץ
קרנבל של בשר באוסטין טקסס
הקומדי סלר",geekonomy.podbean.com/d41c429b-9447-34a8-94a4-9452d55c4460,"time.struct_time(tm_year=2022, tm_mon=11, tm_mday=25, tm_hour=9, tm_min=24, tm_sec=10, tm_wday=4, tm_yday=329, tm_isdst=0)"
פרק #639 - יונתן מטוס ומובייל במכונית,644,01:24:45,"יונתן מטוס היה מהעובדים הראשונים בגוגל שעבדו על מערכת ההפעלה אנדוראיד אחרי הקניה של החברה בידי התאגיד. לאחר מספר שנים עבר לפייסבוק בתור אחד מהמפתחים המובילים בפרויקט המובייל הגדול שהוביל צוקרברג. בעשור האחרון יונתן עובד על מיזמים שמנסים לסייע בהפחתת תאונות דרכים ברחבי העולם.

 

על מה דיברנו:
זנדרייב, צ'אמאת פליהפיטיה, אנדי רובין, גוגל, פייסבוק, מארק צוקרברג, תאונות דרכים, מהפכת המובייל, יפן, קוריאה, הודו, ארצות הברית, סן פרנסיסקו, בעיית שלושת הגופים, מדע בדיוני, רוברט היינלין, ציי רכב, הובלות, אמזון, וולמארט, פרסום באינטרנט, חוב קארמתי, ליונס, לינוקס, אפל, אנדרואיד, חיישנים, פיירמטיקס

 

לינקים מהפרק:
הספר Three Body Problem
הספר Lockstep
הספר Recursion
ערוץ היוטיוב עליו ראם דיבר
הפרק עם נטע גורביץ בו גם דיברנו על ספרים",geekonomy.podbean.com/82e83d59-103d-35fc-b21c-7852c87671b9,"time.struct_time(tm_year=2022, tm_mon=11, tm_mday=22, tm_hour=20, tm_min=50, tm_sec=0, tm_wday=1, tm_yday=326, tm_isdst=0)"
פרק #638 - אסף חנוכה מאייר את החיים,643,01:37:45,"אסף חנוכה הוא מאייר ויוצר קומיקס שספריו תורגמו ופורסמו בשפות רבות ברחבי העולם. אסף הוא גם ראש המחלקה לתקשורת חזותית ב״שנקר״. לאחרונה התפרסם ספרו החדש, אותו יצר יחד עם רוברטו סביאנו, בשם Im Still Alive, אודות חייו של רוברטו שחי במסתור כבר 15 שנה, מאז שפרסם ספרים ומאמרים על המאפיה בנאפולי.אם אתם מתעניינים בנושא של אמנות גנרטיבית, אסף מעוניין להזמין אתכם:יצירתיות בעידן ה AI: כנס רב־תחומי במוזיאון תל אביב 
 
על מה דיברנו:
 
המאפיה הנאפוליטנית, תומר חנוכה, מחוללי דימויים, אמנות גנרטיבית, אומץ לב, הריאליסט, משפחה, ילדי תימן, לימודים בשנקר, עומס וניהול לוחות זמנים, פוליטיקה וכלכלה ועוד המון דברים.תודה גדולה לבועז לביא על תרומתו ליצירת הפרק הזה.
 
הישארו אחרי אות הסיום לחפירה השבועית שלי.
 
קישורים והמלצות:

אסף חנוכה - Twitter, Facebook, Instagram, אתר הביתההשראות של אסף:otomo katsuhirorobert crumbmoebiusספרי הריאליסט באתר אמאזוןמדורי ״הריאליסט״ באתר כלכליסטIm Still AliveRoberto Savianoתומר חנוכה
הרשמה ב-iTunes הרשמו ל-RSS שלנו",geekonomy.podbean.com/7bdac0a4-4b2f-3195-8324-e036ce5b1934,"time.struct_time(tm_year=2022, tm_mon=11, tm_mday=22, tm_hour=4, tm_min=8, tm_sec=46, tm_wday=1, tm_yday=326, tm_isdst=0)"
פרק #637 - קובי קרמר אוהב בירה (וחומוס),642,01:39:17,"קובי קרמר אוהב בירה וחומוס. עבור שתי האהבות האלה הקים קבוצות מרשימות בפייסבוק שמונים עשרות אלפי אנשים במשותף. בקבוצות הוא משתף מהידע העצום שלו, חוויות שצבר וטיולים שהוציא לשלל יעדים כדי להמשיך ולהתנסות בעוד טעמים וסגנונות. לאחרונה שמו של קובי הגיע לכותרות בעקבות סכסוך משפטי כמעט יחידי מסוגו בישראל סביב הבעלות על קבוצת הפייסבוק ״בירה אחת ביום״.

 

על מה דיברנו:
בירה, חומוס, בלגיה, גרמניה, ימי הביניים, יין, סכסוך משפטי, בירה אחת ביום, קבוצות בפייסבוק, חרדים, גרגירי חומוס, סוכר, קטר, המונדיאל, אבו-חסן, חליל, השניט, אנגליה, איטליה, מרדסו, דובאל, גולדסטאר, לאוס, ארצות הברית, צ׳כיה, באדווייזר

 

נותני החסות שלנו:
חברת Global Teams
חברת Deel

 

קישורים מהפרק:
קמפיין מימון ההמונים של קובי
בירה אחת ביום",geekonomy.podbean.com/4058e5d9-7311-3f29-8b3a-db5b9178497f,"time.struct_time(tm_year=2022, tm_mon=11, tm_mday=20, tm_hour=20, tm_min=51, tm_sec=0, tm_wday=6, tm_yday=324, tm_isdst=0)"
פרק #636 - עומרי תמיר ו-CHEQ,641,01:00:19,"עומרי תמיר הוא ה-COO והנשיא של חברת CHEQ. חברת הסייבר הזו, שהמציאה קטגוריה משלה (Go-To-Market-Security) וגייסה לפי שווי הגבוה ממיליארד דולר, מסייעת לגופי שיווק לתקף את המשתמשים שהם מוסיפים באמצעות קמפיינים שיווקים ושלל פונצקיות נוספות.

 

על מה דיברנו:
חברת CHEQ, תפקיד ה-COO, עולם הסייבר סקיורטי, הצרכים של בכירים בעולם השיווק

 

נותני החסות שלנו: 
Cambly שמציעה לכם הנחה של 60% על המנוי השנתי ללימוד ותרגול אנגלית עם קוד הקופון Geekonomy60",geekonomy.podbean.com/18d2a8f6-3b7e-31fa-b30b-8d2a7c424cf5,"time.struct_time(tm_year=2022, tm_mon=11, tm_mday=19, tm_hour=20, tm_min=53, tm_sec=1, tm_wday=5, tm_yday=323, tm_isdst=0)"
פרק #635 - חן ארד ורגולציה בקריפטו,640,01:22:05,"חן ארד הוא ה-COO ואחד הפאונדרים של חברת Solidus Labs, שמסייעת לנתח סיכונים בגופים פיננסים שמתעסקים בעולמות המטבעות הקריפטוגרפים. חן מייעץ לגופים רגולטורים ברחבי העולם לגבי האתגרים שנוצרים בעקבות הפופולריות הגואה של הביטקוין, הבורסות ושאר הגופים הקשורים לעולם הזה.

 

על מה דיברנו:
סאם בנקמן פריד, צלזיוס, FTX, CZ, בייננס, קוינבייס, ארצות הברית, טל מוסקל, ערן יעקב, רשות המסים, תרבות, פשיעה, שינויים בעולם הפיננסי, בנקים, רקפת רוסק, בנק לאומי, אתי אלון, בנק הפועלים, ביטקוין, את׳ריום, נמרוד להבי 

 

נותני החסות שלנו:
הפרק בחסות חברת Cato Networks
הפרק של גור שץ בגיקונומי
הפודקאסט עם גור שץ",geekonomy.podbean.com/c2e38d68-63ae-3b61-8b04-8fe9f5ddc518,"time.struct_time(tm_year=2022, tm_mon=11, tm_mday=16, tm_hour=13, tm_min=47, tm_sec=58, tm_wday=2, tm_yday=320, tm_isdst=0)"
"פרק #634 - חזרה להודו עם דודו קינן, הרו״ח-מין-הון",639,01:47:11,"דודו קינן, הידוע יותר בתור צייצן הטוויטר רו״ח-מין-הון הוא איש עסקים ישראלי/הודי שחי כבר 20 שנה על הקו ישראל-בנגלור. בעברו היה משקיע הון סיכון, ובשנים האחרונות מנהל חברת השמה לעובדים הודים בחברות ישראליות.
 
על מה דיברנו:
 
קבוצות חיתון, עימותים בין מיעוטים, נרנדרה מודי, אינדירה גנדי, חברת Monday של ערן זינמן, מניות ההייטק, סכסוכים בין יבשתיים, אלון מאסק, טוויטר, הבחירות בישראל, מעורבות ממשלתית ועוד המון דברים.
 
הישארו אחרי אות הסיום לחפירה השבועית שלי.
 
קישורים והמלצות:
 
רו״ח מין הון (הפרופיל של דודו קינן) - Twitterההרצאות של טימותי סניידרההרצאות של דייויד רייךהלוטוס הלבןאנדור (מלחמת הכוכבים)The NorthmanNoahFleabag
הרשמה ב-iTunes הרשמו ל-RSS שלנו",geekonomy.podbean.com/33abb512-1cc8-3863-a385-9afc65d9dcb5,"time.struct_time(tm_year=2022, tm_mon=11, tm_mday=15, tm_hour=5, tm_min=37, tm_sec=51, tm_wday=1, tm_yday=319, tm_isdst=0)"
פרק #633- ורדית גרוס אוצרת אמנות,638,01:11:52,"ורדית גרוס היא אוצרת אמנות. בעברה כתבת על אמנות בידיעות אחרונות, הפיקה אמנות בארגון Creative Time בניו-יורק וכיום מנהלת את מרכז האמנות ותכנית הרזידנסי ארטפורט.

 

על מה דיברנו:
אמנות, אמנות עכשווית, מוזיאונים, אוצרות, יצירה, ספרים, ציורים, פסלים, אמנות מתכלה, תל-אביב, ניו-יורק, ברלין, פריז, שואה, מסחר באמנות

 

נותני החסות שלנו: Cambly שמציעה לכם הנחה של 60% על המנוי השנתי ללימוד ותרגול אנגלית עם קוד הקופון Geekonomy60
 

ביטוח נסיעות לחו""ל הפניקס סמארט
 


 

קישורים מהפרק:
ארטפורט
מחפשים את שוגרמן",geekonomy.podbean.com/c995c127-375d-3976-8c98-4f258630f3b7,"time.struct_time(tm_year=2022, tm_mon=11, tm_mday=10, tm_hour=19, tm_min=26, tm_sec=19, tm_wday=3, tm_yday=314, tm_isdst=0)"
